Artur SULTANGALIYEV POSITION,Artur SULTANGALIYEV LAP TIME,Artur SULTANGALIYEV ELAPSED TIME,Armstrong LAZENBY POSITION,Armstrong LAZENBY LAP TIME,Armstrong LAZENBY ELAPSED TIME,LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME
2,7.14,7.14,3,7.22,7.22,1,6.99,6.99,4,7.33,7.33
2,9.08,16.22,3,9.21,16.43,1,9.08,16.07,4,9.19,16.52
2,8.68,24.90,4,8.78,25.21,1,8.68,24.75,3,8.62,25.14
2,8.87,33.77,4,8.89,34.10,1,8.86,33.61,3,8.78,33.92
2,9.00,42.766,4,8.98,43.076,1,9.14,42.749,3,9.00,42.914
