Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Stephanie BOUVIER POSITION,Stephanie BOUVIER LAP TIME,Stephanie BOUVIER ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,Maria GARCIA POSITION,Maria GARCIA LAP TIME,Maria GARCIA ELAPSED TIME
1,7.36,7.36,2,7.43,7.43,3,7.63,7.63,4,7.68,7.68
1,9.63,16.99,2,9.58,17.02,4,9.69,17.32,3,9.63,17.31
1,9.20,26.19,2,9.18,26.20,4,11.60,28.93,3,9.12,26.44
1,9.32,35.52,3,9.36,35.57,2,6.63,35.56,4,9.26,35.70
1,9.45,44.965,2,9.51,45.075,3,9.64,45.198,4,9.58,45.277
