Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Maarten SLEMBROUCK POSITION,Maarten SLEMBROUCK LAP TIME,Maarten SLEMBROUCK ELAPSED TIME
1,6.92,6.92,2,7.03,7.03,3,7.16,7.16,4,7.30,7.30
1,9.05,15.97,2,9.03,16.06,3,9.00,16.16,4,9.18,16.48
1,8.75,24.72,2,8.74,24.80,3,8.77,24.93,4,9.30,25.78
1,8.86,33.58,2,8.86,33.66,3,8.84,33.77,4,9.46,35.24
1,8.94,42.511,2,8.88,42.539,3,8.87,42.639,4,9.62,44.859
