PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,Maaike VOS POSITION,Maaike VOS LAP TIME,Maaike VOS ELAPSED TIME,Anne MALTAIS POSITION,Anne MALTAIS LAP TIME,Anne MALTAIS ELAPSED TIME,Chika ISHIDA POSITION,Chika ISHIDA LAP TIME,Chika ISHIDA ELAPSED TIME
0,,,1,7.46,7.46,2,7.68,7.68,3,7.76,7.76
0,,,2,9.83,17.30,1,9.49,17.18,3,10.00,17.77
0,,,2,9.45,26.75,1,9.48,26.66,3,9.72,27.49
0,,,2,9.51,36.27,1,9.48,36.15,3,9.64,37.13
0,,DNS,2,9.85,46.114,1,9.88,46.030,3,9.88,47.009
