Artur SULTANGALIYEV POSITION,Artur SULTANGALIYEV LAP TIME,Artur SULTANGALIYEV ELAPSED TIME,Jakub JAWORSKI POSITION,Jakub JAWORSKI LAP TIME,Jakub JAWORSKI ELAPSED TIME,Assen PANDOV POSITION,Assen PANDOV LAP TIME,Assen PANDOV ELAPSED TIME,Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME
1,6.800,6.800,3,7.170,7.170,4,7.380,7.380,2,7.140,7.140
1,9.220,16.020,2,9.170,16.350,4,9.530,16.920,3,9.360,16.510
1,8.770,24.800,2,8.850,25.200,3,8.350,25.270,4,8.850,25.370
1,9.310,34.110,2,8.990,34.200,4,9.650,34.930,3,9.060,34.430
1,9.330,43.450,2,9.280,43.480,4,9.050,43.990,3,9.400,43.830
