LEE Eun Byul POSITION,LEE Eun Byul LAP TIME,LEE Eun Byul ELAPSED TIME,Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME,Ekaterina BELOVA POSITION,Ekaterina BELOVA LAP TIME,Ekaterina BELOVA ELAPSED TIME,WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME
3,7.49,7.49,1,7.15,7.15,2,7.26,7.26,4,7.73,7.73
3,9.41,16.90,1,9.38,16.53,2,9.47,16.73,4,9.68,17.41
3,9.11,26.01,1,8.91,25.44,2,9.05,25.78,4,9.35,26.76
2,8.83,34.84,1,9.24,34.68,3,9.30,35.08,4,9.33,36.09
2,9.42,44.259,1,9.52,44.196,3,9.67,44.746,4,9.92,46.007
