LI Haonan POSITION,LI Haonan LAP TIME,LI Haonan ELAPSED TIME,Karol BOBOWICZ POSITION,Karol BOBOWICZ LAP TIME,Karol BOBOWICZ ELAPSED TIME,Martin JOHANSSON POSITION,Martin JOHANSSON LAP TIME,Martin JOHANSSON ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME
1,6.809,6.809,2,6.836,6.836,4,13.695,13.695,3,6.981,6.981
2,9.313,16.121,3,9.579,16.415,4,13.645,27.339,1,9.061,16.042
1,9.008,25.129,3,8.949,25.364,4,10.281,37.619,2,9.111,25.153
2,9.144,34.273,3,9.061,34.425,4,9.925,47.544,1,9.043,34.195
1,9.34,43.612,3,9.40,43.825,4,9.81,57.353,2,9.43,43.616
