AZHGALIYEV Abzal POSITION,AZHGALIYEV Abzal LAP TIME,AZHGALIYEV Abzal ELAPSED TIME,Paul BEAUCHAMP POSITION,Paul BEAUCHAMP LAP TIME,Paul BEAUCHAMP ELAPSED TIME,Simon FRANCIS POSITION,Simon FRANCIS LAP TIME,Simon FRANCIS ELAPSED TIME,de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME,ZHANG Hongchao POSITION,ZHANG Hongchao LAP TIME,ZHANG Hongchao ELAPSED TIME
1,6.75,6.75,2,7.35,7.35,5,7.64,7.64,3,7.42,7.42,4,7.56,7.56
1,8.73,15.48,3,9.25,16.60,5,9.24,16.88,2,9.04,16.46,3,9.04,16.60
1,8.47,23.95,4,8.77,25.37,5,8.82,25.70,2,8.41,24.87,3,8.59,25.19
1,8.63,32.58,4,8.64,34.01,5,9.02,34.72,2,8.55,33.42,3,8.60,33.79
1,8.95,41.520,4,8.77,42.770,5,9.57,44.281,2,8.80,42.199,3,8.70,42.481
