Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,SHI Jingnan POSITION,SHI Jingnan LAP TIME,SHI Jingnan ELAPSED TIME,FERCOQ Quentin POSITION,FERCOQ Quentin LAP TIME,FERCOQ Quentin ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME
1,7.00,7.00,2,7.03,,3,7.09,7.09,4,7.19,7.19
1,9.14,16.14,4,9.42,,2,9.12,16.21,3,9.18,16.37
1,8.77,24.91,2,8.59,,4,9.01,25.22,3,8.72,25.09
1,8.54,33.45,2,8.48,,3,8.60,33.82,4,8.84,33.93
1,8.56,42.01,4,31.88,,2,8.92,42.744,3,8.86,42.792
