VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME,Xeniya MOTOVA POSITION,Xeniya MOTOVA LAP TIME,Xeniya MOTOVA ELAPSED TIME,Tina GRASSOW POSITION,Tina GRASSOW LAP TIME,Tina GRASSOW ELAPSED TIME
2,7.54,7.54,1,7.39,7.39,4,7.72,7.72,3,7.72,7.72
2,9.48,17.02,1,9.54,16.93,4,21.18,28.90,3,9.93,17.65
2,9.11,26.13,1,9.11,26.04,4,10.62,39.52,3,9.17,26.82
2,9.27,35.40,1,9.22,35.26,4,9.93,49.45,3,9.42,36.24
2,9.50,44.892,1,9.52,44.771,4,10.20,59.644,3,9.60,45.838
