CHOI Min Jeong POSITION,CHOI Min Jeong LAP TIME,CHOI Min Jeong ELAPSED TIME,EFREMENKOVA Ekaterina POSITION,EFREMENKOVA Ekaterina LAP TIME,EFREMENKOVA Ekaterina ELAPSED TIME,THOMSON Kathryn POSITION,THOMSON Kathryn LAP TIME,THOMSON Kathryn ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME
4,14.05,14.05,5,14.16,14.16,2,13.83,13.83,1,13.73,13.73,3,13.96,13.96
5,10.59,24.64,1,10.22,24.38,1,10.55,24.38,3,10.75,24.48,4,10.59,24.55
5,9.90,34.54,1,9.66,34.04,2,9.77,34.15,3,9.77,34.25,4,9.88,34.43
2,9.37,43.91,1,9.83,43.87,3,9.79,43.94,4,9.79,44.04,5,9.72,44.15
1,9.23,53.14,2,9.36,53.23,3,9.40,53.34,4,9.41,53.45,5,9.45,53.60
1,9.28,1:02.42,2,9.30,1:02.53,3,9.28,1:02.62,4,9.24,1:02.69,5,9.23,1:02.83
1,9.32,1:11.74,2,9.30,1:11.83,4,9.40,1:12.02,3,9.25,1:11.94,5,9.26,1:12.09
1,9.36,1:21.10,2,9.43,1:21.26,4,9.48,1:21.50,3,9.40,1:21.34,5,9.54,1:21.63
1,9.55,1:30.659,2,9.55,1:30.812,4,9.66,1:31.152,3,9.57,1:30.919,5,10.47,1:32.107
