Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME,Tyson HEUNG POSITION,Tyson HEUNG LAP TIME,Tyson HEUNG ELAPSED TIME,Travis JAYNER POSITION,Travis JAYNER LAP TIME,Travis JAYNER ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME
1,6.63,6.63,2,6.81,6.81,3,6.98,6.98,4,7.21,7.21
1,8.94,15.57,2,8.95,15.76,3,9.04,16.02,4,9.03,16.24
1,8.70,24.28,2,8.64,24.41,3,8.66,24.69,4,8.85,25.10
1,8.86,33.15,2,8.88,33.29,3,8.60,33.29,4,8.97,34.08
1,9.13,42.275,3,9.60,42.883,2,9.07,42.356,4,9.58,43.655
