Serdar ILTIR POSITION,Serdar ILTIR LAP TIME,Serdar ILTIR ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,Asen YORDANOV POSITION,Asen YORDANOV LAP TIME,Asen YORDANOV ELAPSED TIME,LEE Ho-Suk POSITION,LEE Ho-Suk LAP TIME,LEE Ho-Suk ELAPSED TIME
4,7.86,7.86,1,7.22,7.22,2,7.47,7.47,3,7.57,7.57
4,9.92,17.78,1,9.05,16.27,3,9.41,16.88,2,9.02,16.59
4,9.64,27.42,1,8.86,25.13,3,9.19,26.07,2,8.70,25.29
4,9.74,37.16,2,8.84,33.97,3,9.30,35.37,1,8.66,33.95
4,10.20,47.353,2,9.33,43.295,3,9.77,45.136,1,9.14,43.082
