WILCZYK Szymon POSITION,WILCZYK Szymon LAP TIME,WILCZYK Szymon ELAPSED TIME,AZHGALIYEV Abzal POSITION,AZHGALIYEV Abzal LAP TIME,AZHGALIYEV Abzal ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME
1,7.02,7.02,2,7.14,7.14,3,7.26,7.26,4,7.39,7.39
1,9.01,16.03,2,8.89,16.03,3,8.89,16.15,4,8.90,16.29
1,8.53,24.56,2,8.72,24.75,3,8.74,24.89,4,8.63,24.92
1,8.68,33.24,2,8.64,33.39,4,9.16,34.05,3,8.74,33.66
1,8.93,42.164,2,8.89,42.277,4,8.88,42.930,3,8.66,42.317
