WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,German Andres TIRADO OVIEDO POSITION,German Andres TIRADO OVIEDO LAP TIME,German Andres TIRADO OVIEDO ELAPSED TIME,J.R. CELSKI POSITION,J.R. CELSKI LAP TIME,J.R. CELSKI ELAPSED TIME,DESMET Stijn POSITION,DESMET Stijn LAP TIME,DESMET Stijn ELAPSED TIME,Ryan McANUFF POSITION,Ryan McANUFF LAP TIME,Ryan McANUFF ELAPSED TIME
1,6.83,6.83,3,7.27,7.27,2,7.06,7.06,4,7.38,7.38,5,7.44,7.44
1,8.66,15.49,5,9.67,16.94,2,8.81,15.87,3,9.11,16.49,4,9.32,16.76
1,8.28,23.77,5,9.20,26.14,2,8.34,24.21,3,8.75,25.24,4,9.00,25.76
1,8.40,32.17,5,9.25,35.39,2,8.53,32.74,3,9.02,34.26,4,9.16,34.92
1,8.73,40.90,5,9.46,44.855,2,8.72,41.46,3,9.29,43.550,4,9.38,44.302
