Elizaveta IVLJEVA POSITION,Elizaveta IVLJEVA LAP TIME,Elizaveta IVLJEVA ELAPSED TIME,YANG A Yang POSITION,YANG A Yang LAP TIME,YANG A Yang ELAPSED TIME,Joanna WILLIAMS POSITION,Joanna WILLIAMS LAP TIME,Joanna WILLIAMS ELAPSED TIME,Aika KLEIN POSITION,Aika KLEIN LAP TIME,Aika KLEIN ELAPSED TIME
1,14.376,14.376,2,14.434,14.434,4,14.788,14.788,3,14.456,14.456
3,12.608,26.984,2,12.446,26.879,4,12.465,27.252,1,12.394,26.849
3,12.619,39.603,2,12.591,39.470,4,12.545,39.796,1,12.585,39.434
1,11.231,50.833,2,11.373,50.843,4,11.381,51.177,3,11.540,50.974
3,10.370,1:01.202,1,10.123,1:00.965,4,10.517,1:01.693,2,10.212,1:01.186
3,10.260,1:11.462,1,10.325,1:11.290,4,10.062,1:11.755,2,10.273,1:11.458
2,10.227,1:21.689,1,10.248,1:21.537,4,10.272,1:22.026,3,10.275,1:21.732
3,10.301,1:31.990,1,10.204,1:31.741,4,10.281,1:32.306,2,10.167,1:31.898
3,10.68,1:42.668,1,10.48,1:42.213,4,10.84,1:43.139,2,10.41,1:42.301
