Assen PANDOV POSITION,Assen PANDOV LAP TIME,Assen PANDOV ELAPSED TIME,Tyson HEUNG POSITION,Tyson HEUNG LAP TIME,Tyson HEUNG ELAPSED TIME,Oleksiy KOSHELENKO POSITION,Oleksiy KOSHELENKO LAP TIME,Oleksiy KOSHELENKO ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME
2,13.23,13.23,1,13.20,13.20,4,13.50,13.50,3,13.25,13.25
3,10.58,23.81,1,10.43,23.63,4,10.53,24.03,2,10.48,23.73
3,10.49,34.30,1,10.41,34.04,4,10.46,34.49,2,10.46,34.19
3,9.99,44.29,1,9.94,43.98,4,9.86,44.35,2,9.98,44.17
3,9.96,54.25,1,10.00,53.98,4,10.00,54.35,2,10.03,54.20
3,9.89,1:04.14,1,9.81,1:03.79,4,9.95,1:04.30,2,9.79,1:03.99
3,9.50,1:13.64,1,9.54,1:13.33,4,9.62,1:13.92,2,9.58,1:13.57
2,9.53,1:23.17,1,9.54,1:22.87,4,9.46,1:23.38,3,9.62,1:23.19
3,9.27,1:32.440,1,9.32,1:32.184,4,9.65,1:33.025,2,9.05,1:32.233
