Yuka KAMINO POSITION,Yuka KAMINO LAP TIME,Yuka KAMINO ELAPSED TIME,Marta CAPURSO POSITION,Marta CAPURSO LAP TIME,Marta CAPURSO ELAPSED TIME,Olga BELYAKOVA POSITION,Olga BELYAKOVA LAP TIME,Olga BELYAKOVA ELAPSED TIME,Gergana PATSOVA POSITION,Gergana PATSOVA LAP TIME,Gergana PATSOVA ELAPSED TIME
1,13.390,13.390,2,13.570,13.570,4,13.810,13.810,3,13.720,13.720
1,11.210,24.610,2,11.130,24.700,3,11.080,24.900,4,11.190,24.910
1,10.850,35.460,2,10.800,35.510,3,10.790,35.690,4,10.790,35.710
1,11.000,46.470,2,11.070,46.580,3,11.060,46.750,4,11.110,46.820
1,10.460,56.930,2,10.440,57.030,4,10.520,57.270,3,10.370,57.190
1,10.060,1:07.000,2,10.020,1:07.050,4,10.300,1:07.570,3,10.150,1:07.350
1,10.070,1:17.070,2,10.100,1:17.160,4,10.130,1:17.710,3,10.200,1:17.560
1,10.140,1:27.220,2,10.150,1:27.310,4,10.080,1:27.790,3,10.180,1:27.740
2,10.340,1:37.560,1,10.150,1:37.470,3,10.020,1:37.820,4,10.850,1:38.590
