Anna KRASTEVA POSITION,Anna KRASTEVA LAP TIME,Anna KRASTEVA ELAPSED TIME,Aika KLEIN POSITION,Aika KLEIN LAP TIME,Aika KLEIN ELAPSED TIME,CHOI Eun-Kyung POSITION,CHOI Eun-Kyung LAP TIME,CHOI Eun-Kyung ELAPSED TIME
3,7.692,7.692,2,7.471,7.471,1,7.422,7.422
3,10.267,17.958,2,10.002,17.472,1,9.819,17.241
3,9.471,27.429,1,9.273,26.744,2,9.546,26.786
3,9.877,37.305,2,10.089,36.833,1,9.786,36.572
3,10.28,47.584,2,10.27,47.100,1,10.18,46.747
