Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,LI Ye POSITION,LI Ye LAP TIME,LI Ye ELAPSED TIME,Claudio RINALDI POSITION,Claudio RINALDI LAP TIME,Claudio RINALDI ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME
2,12.32,12.32,1,12.31,12.31,5,12.64,12.64,4,12.58,12.58,3,12.44,12.44
2,9.86,22.18,1,9.85,22.17,5,9.86,22.51,4,9.91,22.50,3,9.79,22.23
2,9.73,31.91,1,9.49,31.67,5,9.52,32.04,4,9.52,32.02,3,9.76,32.00
2,9.79,41.71,1,9.83,41.50,5,9.97,42.01,4,9.89,41.92,3,9.73,41.74
2,9.56,51.28,1,9.65,51.15,5,9.66,51.68,4,9.64,51.56,3,9.60,51.34
1,9.07,1:00.36,2,9.24,1:00.40,5,9.12,1:00.80,4,9.18,1:00.74,3,9.29,1:00.63
1,8.83,1:09.19,2,8.91,1:09.32,5,9.16,1:09.97,4,8.99,1:09.74,3,8.88,1:09.51
1,8.82,1:18.01,2,8.91,1:18.23,5,8.85,1:18.82,4,8.97,1:18.71,3,9.00,1:18.52
1,9.29,1:27.292,3,9.94,1:28.166,4,9.49,1:28.302,2,9.11,1:27.821,0,,DQ
