Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,Mariann NAGY POSITION,Mariann NAGY LAP TIME,Mariann NAGY ELAPSED TIME,Mayo OGINO POSITION,Mayo OGINO LAP TIME,Mayo OGINO ELAPSED TIME,Magdalena GASIOR POSITION,Magdalena GASIOR LAP TIME,Magdalena GASIOR ELAPSED TIME
4,8.093,8.093,2,7.950,7.950,3,8.005,8.005,1,7.833,7.833
1,9.664,17.756,4,10.366,18.315,3,10.231,18.236,2,10.271,18.103
1,9.464,27.220,3,9.819,28.134,2,9.642,27.877,4,10.094,28.197
1,9.781,37.000,4,9.980,38.114,2,9.673,37.550,3,9.851,38.048
1,10.24,47.236,3,10.19,48.302,2,9.97,47.516,4,10.71,48.750
