ZHAO Nannan POSITION,ZHAO Nannan LAP TIME,ZHAO Nannan ELAPSED TIME,Lana GEHRING POSITION,Lana GEHRING LAP TIME,Lana GEHRING ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,Aika KLEIN POSITION,Aika KLEIN LAP TIME,Aika KLEIN ELAPSED TIME
1,7.183,7.183,2,7.326,7.326,3,7.498,7.498,4,7.747,7.747
1,9.560,16.743,2,9.574,16.899,3,9.489,16.986,4,9.536,17.283
1,9.068,25.811,2,9.116,26.016,3,9.132,26.119,4,9.239,26.522
1,9.275,35.086,2,9.187,35.202,3,9.205,35.323,4,9.470,35.992
2,9.457,44.542,1,9.318,44.521,3,9.429,44.753,4,9.731,45.723
