Jamie MACDONALD POSITION,Jamie MACDONALD LAP TIME,Jamie MACDONALD ELAPSED TIME,Katherine RALSTON POSITION,Katherine RALSTON LAP TIME,Katherine RALSTON ELAPSED TIME,Selma POUTSMA POSITION,Selma POUTSMA LAP TIME,Selma POUTSMA ELAPSED TIME,DOLGOPOLOVA Mariya POSITION,DOLGOPOLOVA Mariya LAP TIME,DOLGOPOLOVA Mariya ELAPSED TIME
1,7.31,7.31,3,7.67,7.67,2,7.41,7.41,4,7.87,7.87
1,9.46,16.77,3,9.59,17.26,2,9.45,16.86,4,9.66,17.53
1,8.92,25.69,3,9.09,26.35,2,8.90,25.76,4,9.31,26.84
1,9.10,34.79,3,9.24,35.59,2,9.10,34.86,4,9.53,36.37
1,9.35,44.14,3,9.48,45.07,2,9.38,44.24,4,9.92,46.29
