Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Jakub JAWORSKI POSITION,Jakub JAWORSKI LAP TIME,Jakub JAWORSKI ELAPSED TIME
1,7.00,7.00,2,7.10,7.10,3,7.27,7.27,4,7.44,7.44
1,9.39,16.39,2,9.44,16.54,3,9.36,16.63,4,9.30,16.74
1,8.54,24.93,2,8.54,25.08,3,8.57,25.20,4,8.62,25.36
1,8.75,33.68,2,8.69,33.77,3,8.65,33.85,4,8.70,34.06
1,9.08,42.752,2,9.12,42.883,3,9.06,42.908,4,8.96,43.019
