Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,LI Haonan POSITION,LI Haonan LAP TIME,LI Haonan ELAPSED TIME,Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME,OH Se-Jong POSITION,OH Se-Jong LAP TIME,OH Se-Jong ELAPSED TIME
1,6.935,6.935,2,6.968,6.968,3,7.047,7.047,4,7.068,7.068
1,9.232,16.166,2,9.235,16.203,3,9.320,16.366,4,9.359,16.427
1,8.938,25.104,2,8.995,25.198,3,8.902,25.268,4,9.044,25.471
1,9.023,34.126,4,9.087,34.284,3,9.000,34.267,2,8.787,34.257
1,9.42,43.543,2,9.41,43.692,4,9.76,44.024,3,9.61,43.866
