SEO Yi Ra POSITION,SEO Yi Ra LAP TIME,SEO Yi Ra ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME
1,6.85,6.85,2,6.99,6.99,4,7.28,7.28,3,7.12,7.12
1,8.97,15.82,2,9.01,16.00,4,9.02,16.30,3,8.96,16.08
1,8.47,24.29,2,8.46,24.46,4,8.59,24.89,3,8.50,24.58
1,8.51,32.80,2,8.46,32.92,4,8.70,33.59,3,8.41,32.99
1,8.60,41.360,2,,41.467,4,9.07,42.638,3,,41.469
