Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,AZHGALIYEV Abzal POSITION,AZHGALIYEV Abzal LAP TIME,AZHGALIYEV Abzal ELAPSED TIME,SIN da Woon POSITION,SIN da Woon LAP TIME,SIN da Woon ELAPSED TIME,Jordan MALONE POSITION,Jordan MALONE LAP TIME,Jordan MALONE ELAPSED TIME
2,14.99,14.99,4,15.24,15.24,1,14.88,14.88,3,15.13,15.13
2,11.23,26.22,4,11.30,26.54,1,11.21,26.09,3,11.27,26.40
3,10.25,36.47,4,10.16,36.70,1,10.30,36.39,2,10.06,36.46
4,9.72,46.19,3,9.46,46.16,1,9.61,46.00,2,9.65,46.11
4,9.38,55.57,3,9.28,55.44,1,9.26,55.26,2,9.26,55.37
4,8.96,1:04.53,3,8.91,1:04.35,1,8.90,1:04.16,2,8.87,1:04.24
4,8.85,1:13.38,3,8.91,1:13.26,1,8.92,1:13.08,2,8.93,1:13.17
4,9.06,1:22.44,3,8.98,1:22.24,1,8.95,1:22.03,2,8.92,1:22.09
4,9.24,1:31.674,3,9.19,1:31.423,1,9.05,1:31.077,2,9.07,1:31.159
