ZHU Mi Lei POSITION,ZHU Mi Lei LAP TIME,ZHU Mi Lei ELAPSED TIME,WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,BYUN Chun-Sa POSITION,BYUN Chun-Sa LAP TIME,BYUN Chun-Sa ELAPSED TIME,Allison BAVER POSITION,Allison BAVER LAP TIME,Allison BAVER ELAPSED TIME
2,13.0981,13.0981,1,13.0767,13.0767,3,13.2452,13.2452,4,13.4592,13.4592
1,10.3121,23.4102,2,10.3794,23.4561,3,10.2129,23.4581,4,10.1553,23.6145
1,10.0636,33.4738,3,10.0775,33.5336,4,10.1504,33.6085,2,9.9103,33.5248
2,9.8128,43.2866,1,9.5604,43.0940,4,9.6977,43.3062,3,9.7771,43.3019
2,9.3637,52.6503,1,9.4412,52.5352,4,9.6736,52.9798,3,9.4347,52.7366
2,9.4766,1:02.1269,1,9.5321,1:02.0673,4,9.3191,1:02.2989,3,9.4709,1:02.2075
3,9.6417,1:11.7686,1,9.5755,1:11.6428,2,9.4209,1:11.7198,4,9.7698,1:11.9773
2,9.5156,1:21.2842,1,9.4445,1:21.0873,3,9.6840,1:21.4038,4,9.5120,1:21.4893
2,9.66,1:30.938,1,9.73,1:30.817,3,9.56,1:30.958,4,9.65,1:31.134
