UZAKOVA Mariia-Mahdalyna POSITION,UZAKOVA Mariia-Mahdalyna LAP TIME,UZAKOVA Mariia-Mahdalyna ELAPSED TIME,Erika LINDGREN POSITION,Erika LINDGREN LAP TIME,Erika LINDGREN ELAPSED TIME,DOLGOPOLOVA Mariya POSITION,DOLGOPOLOVA Mariya LAP TIME,DOLGOPOLOVA Mariya ELAPSED TIME,YAKIMOVA Anna POSITION,YAKIMOVA Anna LAP TIME,YAKIMOVA Anna ELAPSED TIME
2,7.88,7.88,1,7.67,7.67,4,8.09,8.09,3,8.07,8.07
2,9.91,17.79,1,9.67,17.34,4,10.16,18.25,3,10.05,18.12
2,9.44,27.23,1,9.32,26.66,4,9.54,27.79,3,9.45,27.57
2,9.59,36.82,1,9.57,36.23,4,9.66,37.45,3,9.41,36.98
3,9.92,46.723,1,9.93,46.151,4,10.31,47.733,2,9.59,46.541
