ARUN Shreya POSITION,ARUN Shreya LAP TIME,ARUN Shreya ELAPSED TIME,KAMINAGA Shione POSITION,KAMINAGA Shione LAP TIME,KAMINAGA Shione ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,CHARLES Alyson POSITION,CHARLES Alyson LAP TIME,CHARLES Alyson ELAPSED TIME,Selma POUTSMA POSITION,Selma POUTSMA LAP TIME,Selma POUTSMA ELAPSED TIME
4,13.93,13.93,2,13.72,13.72,3,13.83,13.83,5,14.07,14.07,1,13.64,13.64
5,10.60,24.53,1,10.34,24.06,3,10.44,24.27,4,10.34,24.41,2,10.51,24.15
5,10.13,34.66,2,10.29,34.35,3,10.20,34.47,3,10.06,34.47,1,10.05,34.20
5,9.70,44.36,2,9.60,43.95,4,9.75,44.22,3,9.64,44.11,1,9.65,43.85
5,9.63,53.99,2,9.57,53.52,4,9.51,53.73,3,9.48,53.59,1,9.59,53.44
5,9.90,1:03.89,1,9.36,1:02.88,4,9.54,1:03.27,3,9.53,1:03.12,2,9.59,1:03.03
5,10.38,1:14.27,1,9.52,1:12.40,4,9.51,1:12.78,2,9.42,1:12.54,3,9.59,1:12.62
5,10.97,1:25.24,1,9.64,1:22.04,4,9.78,1:22.56,2,9.62,1:22.16,3,9.84,1:22.46
5,11.43,1:36.673,1,9.75,1:31.791,3,10.07,1:32.633,2,9.75,1:31.916,4,10.29,1:32.755
