Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME,Katerina NOVOTNA POSITION,Katerina NOVOTNA LAP TIME,Katerina NOVOTNA ELAPSED TIME,KIKUCHI Yuki POSITION,KIKUCHI Yuki LAP TIME,KIKUCHI Yuki ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,Kasandra BRADETTE POSITION,Kasandra BRADETTE LAP TIME,Kasandra BRADETTE ELAPSED TIME
2,7.32,7.32,5,8.00,8.00,4,7.63,7.63,1,7.29,7.29,3,7.57,7.57
3,9.57,16.89,5,10.18,18.18,4,9.60,17.23,1,9.48,16.77,2,9.31,16.88
3,9.26,26.15,5,9.65,27.83,4,9.00,26.23,1,9.15,25.92,2,9.15,26.03
3,9.08,35.23,5,9.75,37.58,4,9.14,35.37,1,9.05,34.97,2,9.03,35.06
3,9.30,44.524,5,10.18,47.747,4,9.25,44.609,2,9.43,44.395,1,9.27,44.304
