Assen PANDOV POSITION,Assen PANDOV LAP TIME,Assen PANDOV ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,Jakov DOLINIC POSITION,Jakov DOLINIC LAP TIME,Jakov DOLINIC ELAPSED TIME
3,13.050,13.050,2,12.910,12.910,1,12.790,12.790,4,13.520,13.520
3,10.330,23.380,2,10.360,23.270,1,10.450,23.250,4,9.990,23.520
3,10.220,33.610,2,10.270,33.550,1,10.290,33.550,4,10.140,33.660
4,10.290,43.900,2,10.130,43.680,1,10.070,43.620,3,10.080,43.750
3,9.960,53.870,2,10.070,53.750,1,9.980,53.600,4,10.220,53.970
3,9.930,1:03.800,2,9.730,1:03.490,1,9.880,1:03.490,4,10.400,1:04.380
3,9.660,1:13.460,2,9.810,1:13.300,1,9.770,1:13.260,4,10.600,1:14.980
3,9.600,1:23.060,1,9.460,1:22.770,2,9.590,1:22.850,4,11.100,1:26.090
3,9.780,1:32.840,1,9.540,1:32.310,2,9.620,1:32.480,4,11.660,1:37.750
