Dennis WALZER POSITION,Dennis WALZER LAP TIME,Dennis WALZER ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,Peter DARAZS POSITION,Peter DARAZS LAP TIME,Peter DARAZS ELAPSED TIME
4,7.36,7.36,1,6.66,6.66,2,6.75,6.75,3,7.00,7.00
4,9.46,16.83,3,9.33,15.99,1,9.07,15.82,2,8.89,15.89
4,8.90,25.73,3,8.63,24.63,1,8.69,24.51,2,8.66,24.56
4,9.20,34.93,2,8.92,33.55,3,9.10,33.62,1,8.96,33.52
4,9.70,44.629,1,9.41,42.956,3,9.61,43.226,2,9.67,43.189
