DESMET Hanne POSITION,DESMET Hanne LAP TIME,DESMET Hanne ELAPSED TIME,THOMSON Kathryn POSITION,THOMSON Kathryn LAP TIME,THOMSON Kathryn ELAPSED TIME,SEJPALOVA-HRUZOVA Michaela POSITION,SEJPALOVA-HRUZOVA Michaela LAP TIME,SEJPALOVA-HRUZOVA Michaela ELAPSED TIME,Iong A KIM POSITION,Iong A KIM LAP TIME,Iong A KIM ELAPSED TIME
2,7.48,7.48,1,7.42,7.42,3,7.86,7.86,4,8.02,8.02
2,9.66,17.14,1,9.57,16.99,3,9.89,17.75,4,9.81,17.83
2,8.97,26.11,1,8.98,25.97,4,9.50,27.25,3,9.13,26.96
2,9.18,35.29,1,9.21,35.18,4,9.57,36.82,3,9.23,36.19
2,9.52,44.817,1,9.60,44.783,4,9.62,46.447,3,9.51,45.706
