NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME,Hiroki YOKOYAMA POSITION,Hiroki YOKOYAMA LAP TIME,Hiroki YOKOYAMA ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Artem KHMELIVSKYI POSITION,Artem KHMELIVSKYI LAP TIME,Artem KHMELIVSKYI ELAPSED TIME
1,6.96,6.96,2,7.07,7.07,3,7.18,7.18,4,7.45,7.45
1,8.83,15.79,2,8.82,15.89,3,8.80,15.98,4,9.21,16.66
1,8.40,24.19,2,8.37,24.26,3,8.37,24.35,4,8.95,25.61
1,8.53,32.72,3,8.60,32.86,2,8.49,32.84,4,9.27,34.88
1,8.77,41.49,3,8.99,41.85,2,8.77,41.61,4,9.49,44.37
