CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,DESMET Hanne POSITION,DESMET Hanne LAP TIME,DESMET Hanne ELAPSED TIME,Kasandra BRADETTE POSITION,Kasandra BRADETTE LAP TIME,Kasandra BRADETTE ELAPSED TIME,VALCEPINA Arianna POSITION,VALCEPINA Arianna LAP TIME,VALCEPINA Arianna ELAPSED TIME
1,14.21,14.21,2,14.32,14.32,5,14.65,14.65,3,14.45,14.45,4,14.54,14.54
2,11.94,26.15,1,11.78,26.10,5,11.91,26.56,3,11.87,26.32,4,11.90,26.44
1,10.66,36.81,2,10.85,36.95,5,10.72,37.28,3,10.74,37.06,4,10.72,37.16
1,10.68,47.49,2,10.63,47.58,5,10.68,47.96,3,10.66,47.72,4,10.70,47.86
1,9.88,57.37,2,9.91,57.49,5,9.83,57.79,3,9.87,57.59,4,9.83,57.69
1,9.70,1:07.07,3,9.70,1:07.19,5,9.60,1:07.39,2,9.55,1:07.14,4,9.59,1:07.28
1,9.33,1:16.40,3,9.50,1:16.69,5,9.52,1:16.91,2,9.36,1:16.50,4,9.52,1:16.80
1,9.43,1:25.83,3,9.51,1:26.20,5,9.47,1:26.38,2,9.40,1:25.90,4,9.50,1:26.30
1,9.63,1:35.46,3,9.65,1:35.85,5,9.59,1:35.97,2,9.64,1:35.54,4,9.64,1:35.94
