KANG Yun-Mi POSITION,KANG Yun-Mi LAP TIME,KANG Yun-Mi ELAPSED TIME,WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME,Amanda OVERLAND POSITION,Amanda OVERLAND LAP TIME,Amanda OVERLAND ELAPSED TIME
3,13.107,13.107,1,12.861,12.861,4,13.173,13.173,2,13.057,13.057
3,9.783,22.890,1,9.765,22.626,2,9.715,22.888,4,9.974,23.031
2,9.958,32.848,1,10.199,32.824,3,10.123,33.010,4,10.196,33.226
1,9.776,42.623,2,9.878,42.702,3,9.950,42.960,4,9.793,43.019
1,10.007,52.629,2,10.043,52.745,3,10.071,53.030,4,10.090,53.109
1,10.139,1:02.768,2,10.243,1:02.988,3,10.130,1:03.160,4,10.098,1:03.206
1,9.914,1:12.682,2,9.839,1:12.826,3,10.053,1:13.213,4,10.010,1:13.216
1,9.979,1:22.660,2,10.013,1:22.839,4,10.431,1:23.643,3,10.080,1:23.295
1,10.44,1:33.094,2,10.38,1:33.211,4,12.22,1:35.861,3,10.10,1:33.391
