Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,Ingmar van RIEL POSITION,Ingmar van RIEL LAP TIME,Ingmar van RIEL ELAPSED TIME,Shani DAVIS POSITION,Shani DAVIS LAP TIME,Shani DAVIS ELAPSED TIME
1,6.740,6.740,2,6.860,6.860,3,7.000,7.000
2,9.140,15.880,1,8.930,15.800,3,9.070,16.070
1,8.490,24.370,2,8.730,24.530,3,8.640,24.720
1,9.120,33.500,3,9.110,33.640,2,8.820,33.540
2,9.060,42.560,1,8.880,42.530,3,9.020,42.570
