John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME,Dmitry MIGUNOV POSITION,Dmitry MIGUNOV LAP TIME,Dmitry MIGUNOV ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME
1,6.86,6.86,2,6.97,6.97,3,7.06,7.06,4,7.28,7.28
1,8.97,15.83,2,8.99,15.96,3,9.07,16.13,4,8.96,16.24
1,8.44,24.27,2,8.42,24.38,3,8.34,24.47,4,8.45,24.69
1,8.49,32.76,2,8.52,32.90,3,8.52,32.99,4,8.51,33.20
1,8.73,41.483,4,27.18,1:00.076,2,9.02,42.001,3,8.91,42.108
