LI Ye POSITION,LI Ye LAP TIME,LI Ye ELAPSED TIME,Yugo SHINOHARA POSITION,Yugo SHINOHARA LAP TIME,Yugo SHINOHARA ELAPSED TIME,Jonathan GUILMETTE POSITION,Jonathan GUILMETTE LAP TIME,Jonathan GUILMETTE ELAPSED TIME,OH Se-Jong POSITION,OH Se-Jong LAP TIME,OH Se-Jong ELAPSED TIME
1,14.667,14.667,3,14.948,14.948,2,14.797,14.797,4,14.986,14.986
1,10.891,25.557,4,10.902,25.850,3,10.947,25.743,2,10.621,25.607
1,9.990,35.547,4,10.241,36.090,3,10.256,35.998,2,10.290,35.897
1,9.516,45.062,4,9.599,45.689,2,9.351,45.349,3,9.567,45.463
1,9.799,54.861,4,9.482,55.170,3,9.707,55.056,2,9.527,54.990
1,9.297,1:04.158,4,9.638,1:04.807,2,9.398,1:04.454,3,9.573,1:04.562
3,22.846,1:27.003,2,9.403,1:14.209,1,9.127,1:13.580,4,23.052,1:27.614
4,21.577,1:48.579,2,9.799,1:24.007,1,10.101,1:23.681,3,16.919,1:44.532
0,,DQ,1,10.09,1:34.094,2,11.17,1:34.844,3,13.45,1:57.977
