MA Wei POSITION,MA Wei LAP TIME,MA Wei ELAPSED TIME,Davut TAHTACI POSITION,Davut TAHTACI LAP TIME,Davut TAHTACI ELAPSED TIME,Tarik OMERAGIC POSITION,Tarik OMERAGIC LAP TIME,Tarik OMERAGIC ELAPSED TIME
1,7.31,7.31,3,7.55,7.55,2,7.45,7.45
1,9.26,16.57,3,9.83,17.38,2,9.89,17.34
1,8.82,25.39,3,9.70,27.08,2,9.68,27.02
1,8.94,34.33,3,9.92,37.00,2,9.96,36.98
1,9.21,43.532,2,9.74,46.731,3,10.17,47.143
