SUNG Si-Bak POSITION,SUNG Si-Bak LAP TIME,SUNG Si-Bak ELAPSED TIME,Haralds SILOVS POSITION,Haralds SILOVS LAP TIME,Haralds SILOVS ELAPSED TIME,Tyson HEUNG POSITION,Tyson HEUNG LAP TIME,Tyson HEUNG ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME
1,6.73,6.73,2,6.93,6.93,3,7.12,7.12,4,7.22,7.22
1,9.00,15.73,2,8.99,15.92,3,8.99,16.11,4,9.02,16.24
1,8.64,24.37,2,8.61,24.53,3,8.57,24.68,4,8.63,24.87
1,8.74,33.11,2,8.68,33.21,3,8.63,33.31,4,8.66,33.53
1,8.85,41.957,2,8.84,42.044,3,8.76,42.069,4,8.87,42.393
