START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,season,competition,event,gender,round,race
1,9.33,9.33,3,9.72,9.72,2,9.51,9.51,5,9.99,9.99,4,9.88,9.88,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1500m,m,Heats,5
1,12.16,21.49,3,12.06,21.78,2,12.12,21.63,5,12.01,22.00,4,11.99,21.87,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1500m,m,Heats,5
1,11.40,32.89,4,11.35,33.13,2,11.38,33.01,5,11.42,33.42,3,11.18,33.05,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1500m,m,Heats,5
1,11.40,44.29,3,11.40,44.53,4,11.66,44.67,5,11.42,44.84,2,11.36,44.41,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1500m,m,Heats,5
1,11.25,55.54,3,11.28,55.81,4,11.28,55.95,5,11.38,56.22,2,11.26,55.67,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1500m,m,Heats,5
1,10.87,1:06.41,3,10.83,1:06.64,4,10.81,1:06.76,5,10.79,1:07.01,2,10.85,1:06.52,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1500m,m,Heats,5
1,10.68,1:17.09,3,10.66,1:17.30,4,10.64,1:17.40,5,10.69,1:17.70,2,10.67,1:17.19,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1500m,m,Heats,5
1,10.67,1:27.76,3,10.67,1:27.97,4,10.69,1:28.09,5,10.62,1:28.32,2,10.69,1:27.88,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1500m,m,Heats,5
2,10.57,1:38.33,3,10.56,1:38.53,4,10.50,1:38.59,5,10.68,1:39.00,1,10.40,1:38.28,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1500m,m,Heats,5
3,10.01,1:48.34,4,10.05,1:48.58,1,9.42,1:48.01,5,11.12,1:50.12,2,9.90,1:48.18,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1500m,m,Heats,5
3,9.32,1:57.66,4,9.67,1:58.25,1,9.08,1:57.09,5,11.62,2:01.74,2,9.02,1:57.20,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1500m,m,Heats,5
3,9.36,2:07.02,4,9.84,2:08.09,1,9.06,2:06.15,5,12.30,2:14.04,2,9.05,2:06.25,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1500m,m,Heats,5
3,9.61,2:16.63,4,9.99,2:18.08,1,9.29,2:15.44,5,14.18,2:28.22,2,9.27,2:15.52,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1500m,m,Heats,5
3,10.14,2:26.77,4,10.26,2:28.34,1,9.57,2:25.01,5,12.77,2:40.99,2,9.65,2:25.17,2018-2019,ISU World Junior Short Track Championships 2019 - Montreal (CAN),1500m,m,Heats,5
