Roberts ZVEJNIEKS POSITION,Roberts ZVEJNIEKS LAP TIME,Roberts ZVEJNIEKS ELAPSED TIME,HWANG Dae Heon POSITION,HWANG Dae Heon LAP TIME,HWANG Dae Heon ELAPSED TIME,Daniel ZASTRUGOV POSITION,Daniel ZASTRUGOV LAP TIME,Daniel ZASTRUGOV ELAPSED TIME,DESMET Stijn POSITION,DESMET Stijn LAP TIME,DESMET Stijn ELAPSED TIME
1,6.73,6.73,2,6.90,6.90,4,7.33,7.33,3,7.29,7.29
1,8.76,15.49,2,8.82,15.72,4,9.48,16.81,3,9.21,16.50
1,8.51,24.00,2,8.37,24.09,4,9.09,25.90,3,8.89,25.39
1,8.64,32.64,2,8.59,32.68,4,9.50,35.40,3,9.05,34.44
2,8.97,41.61,1,8.59,41.27,4,9.89,45.29,3,9.35,43.79
