Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Keith CARROLL POSITION,Keith CARROLL LAP TIME,Keith CARROLL ELAPSED TIME,Satoshi SAKASHITA POSITION,Satoshi SAKASHITA LAP TIME,Satoshi SAKASHITA ELAPSED TIME
1,6.74,6.74,2,6.96,6.96,4,7.15,7.15,3,7.04,7.04
1,8.83,15.57,2,8.81,15.77,4,8.80,15.95,3,8.83,15.87
1,8.45,24.02,2,8.44,24.21,4,8.40,24.35,3,8.35,24.22
1,8.56,32.58,3,8.62,32.83,4,8.50,32.85,2,8.50,32.72
1,8.74,41.32,3,,41.750,4,,41.763,2,8.72,41.44
