Lia STEPANOVA POSITION,Lia STEPANOVA LAP TIME,Lia STEPANOVA ELAPSED TIME,YANG Shin-Young POSITION,YANG Shin-Young LAP TIME,YANG Shin-Young ELAPSED TIME,Sayuri SHIMIZU POSITION,Sayuri SHIMIZU LAP TIME,Sayuri SHIMIZU ELAPSED TIME,LIU Qiuhong POSITION,LIU Qiuhong LAP TIME,LIU Qiuhong ELAPSED TIME
3,13.20,13.20,2,13.13,13.13,4,13.32,13.32,1,13.02,13.02
3,10.43,23.63,2,10.39,23.52,4,10.44,23.76,1,10.37,23.39
3,10.31,33.94,2,10.39,33.91,4,10.37,34.13,1,10.47,33.86
3,10.00,43.94,1,9.80,43.71,4,9.89,44.02,2,9.94,43.80
3,9.75,53.69,1,9.66,53.37,4,9.77,53.79,2,9.78,53.58
3,9.80,1:03.49,1,9.83,1:03.20,4,9.78,1:03.57,2,9.74,1:03.32
3,10.05,1:13.54,1,9.98,1:13.18,4,10.07,1:13.64,2,9.89,1:13.21
4,10.18,1:23.72,1,9.83,1:23.01,3,10.07,1:23.71,2,9.89,1:23.10
4,11.03,1:34.742,1,10.13,1:33.135,3,10.01,1:33.714,2,10.29,1:33.388
