Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,Roberto SERRA POSITION,Roberto SERRA LAP TIME,Roberto SERRA ELAPSED TIME,Nikolay STANCHEV POSITION,Nikolay STANCHEV LAP TIME,Nikolay STANCHEV ELAPSED TIME,David Mano LOTH POSITION,David Mano LOTH LAP TIME,David Mano LOTH ELAPSED TIME
2,17.993,17.993,1,17.722,17.722,4,18.346,18.346,3,18.192,18.192
2,13.829,31.822,1,13.993,31.715,4,13.723,32.069,3,13.731,31.922
1,11.722,43.543,3,11.863,43.577,4,11.807,43.875,2,11.644,43.566
2,10.938,54.481,1,10.678,54.255,4,10.828,54.703,3,11.062,54.627
1,10.137,1:04.617,2,10.409,1:04.663,3,10.282,1:04.984,4,10.411,1:05.037
1,9.596,1:14.213,2,9.553,1:14.216,3,9.507,1:14.491,4,9.465,1:14.502
1,9.151,1:23.363,2,9.181,1:23.397,3,9.421,1:23.912,4,9.506,1:24.007
1,9.271,1:32.633,2,9.625,1:33.022,3,9.594,1:33.505,4,9.582,1:33.588
1,9.93,1:42.561,2,9.95,1:42.963,4,10.31,1:43.815,3,9.86,1:43.443
