HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,BLACKBURN Mackenzie POSITION,BLACKBURN Mackenzie LAP TIME,BLACKBURN Mackenzie ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,WATANABE Keita POSITION,WATANABE Keita LAP TIME,WATANABE Keita ELAPSED TIME
1,6.62,6.62,2,6.74,6.74,3,6.96,6.96,4,7.24,7.24
1,8.69,15.31,2,8.73,15.47,3,8.76,15.72,4,8.94,16.18
1,8.22,23.53,2,8.36,23.83,3,8.31,24.03,4,8.62,24.80
1,8.33,31.86,2,8.43,32.26,3,8.40,32.43,4,8.70,33.50
1,8.51,40.367,2,8.57,40.830,3,8.59,41.018,4,9.01,42.502
