MENG Xiaoxue POSITION,MENG Xiaoxue LAP TIME,MENG Xiaoxue ELAPSED TIME,NIKOLOVA  (DUPL) Marina POSITION,NIKOLOVA  (DUPL) Marina LAP TIME,NIKOLOVA  (DUPL) Marina ELAPSED TIME,LEE So-Hee POSITION,LEE So-Hee LAP TIME,LEE So-Hee ELAPSED TIME,Karolina REGUCKA POSITION,Karolina REGUCKA LAP TIME,Karolina REGUCKA ELAPSED TIME
0,15.440,15.440,0,15.651,15.651,0,15.270,15.270,0,15.084,15.084
0,12.033,27.473,0,11.983,27.634,0,12.098,27.368,0,12.072,27.156
0,11.216,38.689,0,11.082,38.715,0,11.010,38.379,0,11.308,38.464
0,11.067,49.756,0,11.146,49.861,0,11.211,49.590,0,11.074,49.537
0,10.180,59.936,0,10.062,59.923,0,10.223,59.813,0,10.370,59.907
0,9.798,1:09.734,0,9.660,1:09.583,0,9.756,1:09.569,0,9.953,1:09.860
0,9.271,1:19.005,0,9.655,1:19.238,0,9.518,1:19.087,0,9.892,1:19.752
0,9.767,1:28.772,0,9.706,1:28.944,0,9.762,1:28.848,0,10.322,1:30.074
0,,,0,,,0,,,0,,
