SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME,MONVOISIN Aurelie POSITION,MONVOISIN Aurelie LAP TIME,MONVOISIN Aurelie ELAPSED TIME,SZILICZEI-NEMET Rebeka POSITION,SZILICZEI-NEMET Rebeka LAP TIME,SZILICZEI-NEMET Rebeka ELAPSED TIME,ZANG Yize POSITION,ZANG Yize LAP TIME,ZANG Yize ELAPSED TIME
1,13.97,13.97,2,14.08,14.08,3,14.19,14.19,4,14.34,14.34
1,10.83,24.80,2,10.80,24.88,4,10.80,24.99,3,10.57,24.91
1,9.56,34.36,2,9.57,34.45,4,9.64,34.63,3,9.63,34.54
1,9.81,44.17,2,9.82,44.27,4,9.84,44.47,3,9.84,44.38
1,9.75,53.92,2,9.73,54.00,4,9.73,54.20,3,9.71,54.09
1,9.55,1:03.47,2,9.55,1:03.55,4,9.55,1:03.75,3,9.54,1:03.63
1,9.52,1:12.99,2,9.51,1:13.06,4,9.54,1:13.29,3,9.53,1:13.16
1,9.48,1:22.47,4,9.67,1:22.73,3,9.42,1:22.71,2,9.50,1:22.66
1,9.67,1:32.147,4,10.12,1:32.85,3,9.62,1:32.33,2,9.57,1:32.231
