Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME,Yulyia YELSAKOVA POSITION,Yulyia YELSAKOVA LAP TIME,Yulyia YELSAKOVA ELAPSED TIME,Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME,Annita van DOORN POSITION,Annita van DOORN LAP TIME,Annita van DOORN ELAPSED TIME
3,15.07,15.07,4,15.26,15.26,1,14.96,14.96,2,15.06,15.06
3,11.01,26.08,4,10.93,26.19,1,10.94,25.90,2,10.93,25.99
3,11.20,37.28,4,11.21,37.40,1,11.19,37.09,2,11.18,37.17
3,10.89,48.17,4,10.91,48.31,1,10.90,47.99,2,10.90,48.07
3,10.43,58.60,4,10.42,58.73,2,10.49,58.48,1,10.35,58.42
3,9.82,1:08.42,4,9.87,1:08.60,2,9.82,1:08.30,1,9.80,1:08.22
3,9.76,1:18.18,4,9.89,1:18.49,2,9.80,1:18.10,1,9.78,1:18.00
3,9.82,1:28.00,4,10.28,1:28.77,2,9.80,1:27.90,1,9.79,1:27.79
3,9.94,1:37.932,4,10.81,1:39.580,2,9.92,1:37.818,1,9.97,1:37.751
