Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME,OLAH Bence POSITION,OLAH Bence LAP TIME,OLAH Bence ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME
1,6.83,6.83,3,7.21,7.21,2,6.95,6.95,4,7.31,7.31,5,7.46,7.46
1,9.41,16.24,3,9.22,16.43,2,9.35,16.30,4,9.18,16.49,5,9.17,16.63
2,8.93,25.17,3,8.88,25.31,1,8.84,25.14,4,8.94,25.43,5,8.91,25.54
1,9.20,34.37,5,9.53,34.84,4,9.47,34.61,2,9.02,34.45,3,9.00,34.54
1,9.44,43.803,4,9.51,44.345,3,9.70,44.307,0,,PEN,2,9.67,44.210
