Simon CHO POSITION,Simon CHO LAP TIME,Simon CHO ELAPSED TIME,Aydar BEKZHANOV POSITION,Aydar BEKZHANOV LAP TIME,Aydar BEKZHANOV ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME
1,6.87,6.87,3,7.08,7.08,2,6.98,6.98,4,7.22,7.22
1,9.04,15.91,3,9.10,16.18,2,9.05,16.03,4,9.08,16.30
1,8.58,24.49,3,8.52,24.70,2,8.56,24.59,4,25.63,41.93
1,8.78,33.27,2,8.74,33.44,3,8.94,33.53,4,23.15,1:05.08
1,9.07,42.336,2,9.03,42.462,3,9.36,42.889,4,16.88,1:21.960
