Ivan MOJSILOVIC POSITION,Ivan MOJSILOVIC LAP TIME,Ivan MOJSILOVIC ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Bor Luka URLEP POSITION,Bor Luka URLEP LAP TIME,Bor Luka URLEP ELAPSED TIME,Thomas Insuk HONG POSITION,Thomas Insuk HONG LAP TIME,Thomas Insuk HONG ELAPSED TIME,Tom RIETZKE POSITION,Tom RIETZKE LAP TIME,Tom RIETZKE ELAPSED TIME
1,13.32,13.32,2,13.82,13.82,4,14.05,14.05,3,13.91,13.91,5,14.12,14.12
1,11.00,24.32,2,10.81,24.63,5,10.90,24.95,3,10.82,24.73,4,10.66,24.78
5,11.19,35.51,1,10.41,35.04,4,10.55,35.50,2,10.38,35.11,3,10.48,35.26
5,10.70,46.21,2,10.25,45.29,4,10.36,45.86,1,10.09,45.20,3,10.09,45.35
5,10.37,56.58,2,9.78,55.07,4,10.42,56.28,1,9.76,54.96,3,9.87,55.22
5,10.64,1:07.22,2,9.44,1:04.51,4,10.60,1:06.88,1,9.44,1:04.40,3,9.52,1:04.74
5,10.98,1:18.20,2,9.28,1:13.79,4,10.87,1:17.75,1,9.25,1:13.65,3,9.70,1:14.44
5,11.38,1:29.58,2,9.52,1:23.31,4,11.21,1:28.96,1,9.57,1:23.22,3,10.15,1:24.59
5,11.58,1:41.156,1,9.78,1:33.088,4,11.35,1:40.303,2,10.22,1:33.435,3,10.64,1:35.226
