TRAN Aaron POSITION,TRAN Aaron LAP TIME,TRAN Aaron ELAPSED TIME,Hazim SHAHRUM POSITION,Hazim SHAHRUM LAP TIME,Hazim SHAHRUM ELAPSED TIME,PETRE Ward POSITION,PETRE Ward LAP TIME,PETRE Ward ELAPSED TIME,HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME
3,7.16,7.16,5,7.65,7.65,1,6.94,6.94,2,7.08,7.08,4,7.20,7.20
4,9.18,16.34,5,10.04,17.69,3,9.23,16.17,1,8.94,16.02,2,8.94,16.14
3,8.76,25.10,5,9.79,27.48,4,9.25,25.42,1,8.60,24.62,2,8.55,24.69
3,8.83,33.93,5,10.03,37.51,4,9.19,34.61,2,8.72,33.34,1,8.51,33.20
3,8.95,42.88,5,10.10,47.61,4,9.39,44.00,2,8.74,42.08,1,8.63,41.83
