KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,SHI Jingnan POSITION,SHI Jingnan LAP TIME,SHI Jingnan ELAPSED TIME,Patrick DUFFY POSITION,Patrick DUFFY LAP TIME,Patrick DUFFY ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME
1,6.71,6.71,2,6.87,6.87,3,7.02,7.02,5,9.97,9.97,4,7.53,7.53
1,9.00,15.71,2,8.95,15.82,3,8.92,15.94,5,13.46,23.43,4,9.24,16.77
1,8.46,24.17,2,8.40,24.22,3,8.38,24.32,5,10.24,33.67,4,8.72,25.49
2,8.61,32.78,1,8.48,32.70,3,8.50,32.82,5,10.00,43.67,4,8.84,34.33
2,8.69,41.467,1,8.72,41.412,3,8.73,41.545,5,10.33,53.999,4,9.25,43.571
