HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,HAN Jialiang POSITION,HAN Jialiang LAP TIME,HAN Jialiang ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME
1,12.49,12.49,2,12.63,12.63,3,12.64,12.64,4,12.82,12.82,5,12.97,12.97
1,9.76,22.25,2,9.74,22.37,3,9.85,22.49,4,9.80,22.62,5,9.79,22.76
1,9.15,31.40,5,15.42,37.79,2,9.09,31.58,3,8.98,31.60,4,9.02,31.78
1,9.55,40.95,5,23.66,1:01.45,3,9.58,41.16,2,9.52,41.12,4,9.49,41.27
1,9.16,50.11,5,12.14,1:13.59,3,9.44,50.60,2,9.37,50.49,4,9.48,50.75
1,9.55,59.66,5,10.98,1:24.57,3,9.36,59.96,2,9.30,59.79,4,9.33,1:00.08
1,9.37,1:09.03,5,10.54,1:35.11,3,9.28,1:09.24,2,9.33,1:09.12,4,9.27,1:09.35
1,9.34,1:18.37,5,10.42,1:45.53,3,9.37,1:18.61,2,9.38,1:18.50,4,9.32,1:18.67
1,9.13,1:27.496,4,11.03,1:56.560,0,,PEN,2,9.21,1:27.708,3,9.41,1:28.077
