Simon CHO POSITION,Simon CHO LAP TIME,Simon CHO ELAPSED TIME,Siarhei YAKUSHKOU POSITION,Siarhei YAKUSHKOU LAP TIME,Siarhei YAKUSHKOU ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME
1,6.93,6.93,2,7.10,7.10,3,7.24,7.24
1,9.16,16.09,2,9.16,16.26,3,9.27,16.51
1,8.75,24.84,2,8.83,25.09,3,8.60,25.11
1,8.86,33.70,3,9.16,34.25,2,9.05,34.16
1,9.02,42.714,3,9.33,43.577,2,8.90,43.055
