Ingmar van RIEL POSITION,Ingmar van RIEL LAP TIME,Ingmar van RIEL ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME,Peter DARAZS POSITION,Peter DARAZS LAP TIME,Peter DARAZS ELAPSED TIME
1,6.89,6.89,2,6.94,6.94,3,7.28,7.28,4,7.33,7.33
2,9.22,16.12,1,9.06,16.01,3,9.19,16.47,4,9.21,16.54
0,,,1,9.09,25.10,2,9.02,25.49,3,9.05,25.59
0,,,1,9.31,34.42,3,13.07,38.56,2,9.08,34.67
0,,DNF,2,11.73,46.141,3,13.97,52.521,1,9.32,43.987
