Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME,ZHAO Nannan POSITION,ZHAO Nannan LAP TIME,ZHAO Nannan ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME
1,7.02,7.02,4,7.51,7.51,2,7.21,7.21,3,7.40,7.40,5,7.59,7.59
1,9.43,16.45,4,9.84,17.35,2,9.61,16.82,3,9.50,16.90,5,9.87,17.46
1,8.91,25.36,4,9.16,26.51,3,9.16,25.98,2,9.05,25.95,5,9.14,26.60
1,9.03,34.39,4,9.20,35.71,3,9.21,35.19,2,9.11,35.06,5,9.12,35.72
1,9.32,43.706,5,9.63,45.335,3,9.31,44.497,2,9.29,44.350,4,9.46,45.175
