Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME,Mara ZINI POSITION,Mara ZINI LAP TIME,Mara ZINI ELAPSED TIME,Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME
1,7.141,7.141,3,7.522,7.522,2,7.469,7.469,4,7.601,7.601
1,9.600,16.741,3,9.750,17.272,4,9.822,17.291,2,9.601,17.202
1,9.371,26.112,3,9.330,26.601,4,9.415,26.706,2,9.166,26.368
1,9.461,35.573,3,9.251,35.852,4,9.203,35.908,2,9.328,35.695
1,9.82,45.389,3,9.72,45.568,4,9.81,45.714,2,9.78,45.469
