Alexander GERTSIKOV POSITION,Alexander GERTSIKOV LAP TIME,Alexander GERTSIKOV ELAPSED TIME,Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME,Matus UZAK POSITION,Matus UZAK LAP TIME,Matus UZAK ELAPSED TIME,Jonathan GUILMETTE POSITION,Jonathan GUILMETTE LAP TIME,Jonathan GUILMETTE ELAPSED TIME,Volodymyr GRYGORIEV POSITION,Volodymyr GRYGORIEV LAP TIME,Volodymyr GRYGORIEV ELAPSED TIME
5,14.989,14.989,2,14.675,14.675,3,14.819,14.819,1,14.596,14.596,4,14.973,14.973
4,10.698,25.686,3,10.960,25.635,2,10.644,25.463,1,10.749,25.345,5,10.778,25.751
2,9.870,35.556,3,10.016,35.651,4,10.234,35.697,1,10.191,35.535,5,10.198,35.948
2,9.957,45.512,4,9.881,45.531,3,9.824,45.521,1,9.887,45.422,5,9.893,45.841
2,9.445,54.957,3,9.556,55.087,4,9.570,55.091,1,9.419,54.840,5,9.543,55.384
3,9.605,1:04.562,2,9.414,1:04.500,4,9.606,1:04.696,1,9.624,1:04.464,5,9.536,1:04.919
3,9.300,1:13.862,1,9.332,1:13.831,5,10.019,1:14.714,2,9.378,1:13.841,4,9.532,1:14.450
2,9.299,1:23.160,3,9.590,1:23.421,5,9.835,1:24.549,1,9.181,1:23.021,4,9.598,1:24.048
2,9.50,1:32.657,3,9.73,1:33.151,5,12.30,1:36.849,1,9.31,1:32.325,4,9.94,1:33.981
