Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,Alexander GERTSIKOV POSITION,Alexander GERTSIKOV LAP TIME,Alexander GERTSIKOV ELAPSED TIME,Roberto SERRA POSITION,Roberto SERRA LAP TIME,Roberto SERRA ELAPSED TIME,Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME
4,7.29,7.29,2,6.90,6.90,3,6.98,6.98,1,6.89,6.89
4,9.27,16.56,3,9.33,16.24,2,9.24,16.23,1,8.72,15.62
4,8.87,25.43,3,8.94,25.18,1,8.58,24.81,2,9.24,24.86
4,8.99,34.42,3,9.02,34.21,1,8.89,33.71,2,8.94,33.81
4,9.54,43.953,3,9.39,43.600,2,9.58,43.281,1,9.17,42.978
