KIM Tae Sung POSITION,KIM Tae Sung LAP TIME,KIM Tae Sung ELAPSED TIME,TREACY Niall POSITION,TREACY Niall LAP TIME,TREACY Niall ELAPSED TIME,Reinis BERZINS POSITION,Reinis BERZINS LAP TIME,Reinis BERZINS ELAPSED TIME,Nicolas PERREAULT POSITION,Nicolas PERREAULT LAP TIME,Nicolas PERREAULT ELAPSED TIME,Aleksey SIMAKIN POSITION,Aleksey SIMAKIN LAP TIME,Aleksey SIMAKIN ELAPSED TIME
3,13.95,13.95,4,13.96,13.96,5,14.08,14.08,1,13.72,13.72,2,13.81,
4,10.41,24.36,1,9.96,23.92,5,10.47,24.55,2,10.32,24.04,3,10.39,
4,9.62,33.98,1,9.66,33.58,5,9.53,34.08,2,9.70,33.74,3,9.66,
3,9.33,43.31,1,9.59,43.17,5,9.43,43.51,2,9.54,43.28,4,9.50,
1,8.81,52.12,3,9.20,52.37,5,9.17,52.68,2,9.08,52.36,4,9.14,
2,8.94,1:01.06,3,8.96,1:01.33,5,8.84,1:01.52,1,8.69,1:01.05,4,8.87,
2,9.00,1:10.06,5,9.17,1:10.50,4,8.81,1:10.33,1,8.92,1:09.97,3,8.81,
1,9.02,1:19.08,5,9.05,1:19.55,4,9.06,1:19.39,2,9.17,1:19.14,3,9.09,
1,9.13,1:28.21,4,9.22,1:28.778,3,9.17,1:28.564,2,9.31,1:28.45,5,9.69,
